Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2924405,Pilão Arcado,10,Sertão do São Francisco,35740,8,0,13,0,21,8,13,21,0,58.75769446,22.3838836038,36.3738108562,58.75769446,0
2924504,Pindaí,13,Sertão Produtivo,16889,2,0,10,0,12,2,10,12,0,71.0521641305,11.8420273551,59.2101367754,71.0521641305,0
2924603,Pindobaçu,25,Piemonte Norte do Itapicuru,21171,10,0,8,0,18,10,8,18,0,85.0219640074,47.2344244485,37.7875395588,85.0219640074,0
2924652,Pintadas,15,Bacia do Jacuípe,11012,5,0,6,0,11,5,6,11,0,99.8910279695,45.4050127134,54.4860152561,99.8910279695,0
2924678,Piraí do Norte,6,Baixo Sul,10411,2,0,6,0,8,2,6,8,0,76.8418019403,19.2104504851,57.6313514552,76.8418019403,0
2924702,Piripá,20,Sudoeste Baiano,11849,6,0,17,0,23,6,17,23,0,194.1092075281,50.6371845725,143.4720229555,194.1092075281,0
2924801,Piritiba,14,Piemonte do Paraguaçu,25211,8,0,9,0,17,8,9,17,0,67.4308833446,31.7321803974,35.6987029471,67.4308833446,0
2924900,Planaltino,9,Vale do Jiquiriçá,9582,2,0,6,0,8,2,6,8,0,83.4898768524,20.8724692131,62.6174076393,83.4898768524,0
2925006,Planalto,20,Sudoeste Baiano,26915,7,0,18,0,25,7,18,25,0,92.8850083597,26.0078023407,66.8772060189,92.8850083597,0
2925105,Poções,20,Sudoeste Baiano,48861,17,7,40,0,64,24,40,57,7,130.9838112196,49.1189292073,81.8648820122,116.6574568674,14.3263543521
2925204,Pojuca,26,Metropolitano de Salvador,39718,29,5,37,1,72,34,38,66,6,181.2780099703,85.6035047082,95.6745052621,166.1715091394,15.1065008309
2925253,Ponto Novo,25,Piemonte Norte do Itapicuru,15830,2,0,2,0,4,2,2,4,0,25.2684775742,12.6342387871,12.6342387871,25.2684775742,0
2925303,Porto Seguro,27,Costa do Descobrimento,149324,96,34,156,3,289,130,159,252,37,193.5388818944,87.0590126169,106.4798692775,168.7605475342,24.7783343602
2925402,Potiraguá,8,Médio Sudoeste da Bahia,8438,2,0,8,0,10,2,8,10,0,118.5114956151,23.702299123,94.8091964921,118.5114956151,0
2925501,Prado,7,Extremo Sul,29326,15,1,29,0,45,16,29,44,1,153.4474527723,54.559094319,98.8883584532,150.0375093773,3.4099433949
2925600,Presidente Dutra,1,Irecê,15734,5,0,15,0,20,5,15,20,0,127.1132579128,31.7783144782,95.3349434346,127.1132579128,0
2925709,Presidente Jânio Quadros,20,Sudoeste Baiano,13334,8,0,12,1,21,8,13,20,1,157.4921253937,59.99700015,97.4951252437,149.992500375,7.4996250187
2925758,Presidente Tancredo Neves,6,Baixo Sul,28082,9,3,17,0,29,12,17,26,3,103.2689979346,42.7319991454,60.5369987893,92.5859981483,10.6829997863
2925808,Queimadas,4,Sisal,26552,4,1,14,0,19,5,14,18,1,71.5576981018,18.8309731847,52.7267249171,67.7915034649,3.7661946369
2925907,Quijingue,4,Sisal,28632,12,0,17,0,29,12,17,29,0,101.2852752165,41.9111483655,59.3741268511,101.2852752165,0
2925931,Quixabeira,15,Bacia do Jacuípe,9411,2,0,6,0,8,2,6,8,0,85.0069068112,21.2517267028,63.7551801084,85.0069068112,0
2925956,Rafael Jambeiro,14,Piemonte do Paraguaçu,23562,6,0,23,0,29,6,23,29,0,123.0795348442,25.4647313471,97.6148034972,123.0795348442,0
2926004,Remanso,10,Sertão do São Francisco,42672,27,5,25,1,58,32,26,52,6,135.9205099363,74.9906261717,60.9298837645,121.8597675291,14.0607424072
2926103,Retirolândia,4,Sisal,14730,12,0,10,0,22,12,10,22,0,149.3550577054,81.466395112,67.8886625933,149.3550577054,0
2926202,Riachão das Neves,11,Bacia do Rio Grande,23313,7,0,17,0,24,7,17,24,0,102.9468536868,30.0261656586,72.9206880281,102.9468536868,0
2926301,Riachão do Jacuípe,15,Bacia do Jacuípe,34784,16,1,29,4,50,17,33,45,5,143.74425023,48.8730450782,94.8712051518,129.369825207,14.374425023
2926400,Riacho de Santana,2,Velho Chico,36439,9,0,22,0,31,9,22,31,0,85.0736847883,24.6988117127,60.3748730756,85.0736847883,0
2926509,Ribeira do Amparo,17,Semiárido Nordeste II,15443,7,0,13,0,20,7,13,20,0,129.5085151849,45.3279803147,84.1805348702,129.5085151849,0
2926608,Ribeira do Pombal,17,Semiárido Nordeste II,54965,28,4,50,1,83,32,51,78,5,151.0051851178,58.2188665514,92.7863185664,141.9084872191,9.0966978987
2926657,Ribeirão do Largo,20,Sudoeste Baiano,7437,3,0,8,0,11,3,8,11,0,147.909103133,40.338846309,107.570256824,147.909103133,0
2926707,Rio de Contas,3,Chapada Diamantina,13712,1,0,11,0,12,1,11,12,0,87.5145857643,7.292882147,80.2217036173,87.5145857643,0
2926806,Rio do Antônio,13,Sertão Produtivo,15804,6,0,7,0,13,6,7,13,0,82.2576562895,37.9650721336,44.2925841559,82.2576562895,0
2926905,Rio do Pires,12,Bacia do Paramirim,12130,5,0,8,0,13,5,8,13,0,107.1723000824,41.2201154163,65.9521846661,107.1723000824,0
2927002,Rio Real,18,Litoral Norte e Agreste Baiano,41767,12,0,18,0,30,12,18,30,0,71.8270404865,28.7308161946,43.0962242919,71.8270404865,0
2927101,Rodelas,24,Itaparica,9405,7,0,9,0,16,7,9,16,0,170.1222753854,74.4284954811,95.6937799043,170.1222753854,0
2927200,Ruy Barbosa,14,Piemonte do Paraguaçu,32009,19,0,27,0,46,19,27,46,0,143.7095816802,59.3583054766,84.3512762036,143.7095816802,0
2927309,Salinas da Margarida,21,Recôncavo,15772,4,0,14,0,18,4,14,18,0,114.1262997717,25.3613999493,88.7648998225,114.1262997717,0
2927408,Salvador,26,Metropolitano de Salvador,2953986,6391,1575,4716,649,13331,7966,5365,11107,2224,451.288530142,269.6695245001,181.6190056419,376.0004278964,75.2881022456
2927507,Santa Bárbara,19,Portal do Sertão,21415,5,2,13,0,20,7,13,18,2,93.3924819052,32.6873686668,60.7051132384,84.0532337147,9.3392481905
2927606,Santa Brígida,17,Semiárido Nordeste II,14976,3,0,9,0,12,3,9,12,0,80.1282051282,20.0320512821,60.0961538462,80.1282051282,0
2927705,Santa Cruz Cabrália,27,Costa do Descobrimento,28552,13,0,21,0,34,13,21,34,0,119.080975063,45.5309610535,73.5500140095,119.080975063,0
2927804,Santa Cruz da Vitória,8,Médio Sudoeste da Bahia,6698,3,0,6,0,9,3,6,9,0,134.3684681995,44.7894893998,89.5789787996,134.3684681995,0
2927903,Santa Inês,9,Vale do Jiquiriçá,11161,3,1,9,0,13,4,9,12,1,116.4770181883,35.8390825195,80.6379356688,107.5172475585,8.9597706299
2928000,Santaluz,4,Sisal,38422,22,1,34,2,59,23,36,56,3,153.5578574775,59.8615376607,93.6963198168,145.7498308261,7.8080266514
2928059,Santa Luzia,5,Litoral Sul,13398,1,0,8,0,9,1,8,9,0,67.1742051052,7.4638005672,59.710404538,67.1742051052,0
2928109,Santa Maria da Vitória,23,Bacia do Rio Corrente,41769,25,2,31,0,58,27,31,56,2,138.8589623884,64.6412411118,74.2177212765,134.070722306,4.7882400824
2928208,Santana,23,Bacia do Rio Corrente,27492,12,0,12,0,24,12,12,24,0,87.2981230904,43.6490615452,43.6490615452,87.2981230904,0
2928307,Santanópolis,19,Portal do Sertão,9263,3,0,6,0,9,3,6,9,0,97.1607470582,32.3869156861,64.7738313721,97.1607470582,0
2928406,Santa Rita de Cássia,11,Bacia do Rio Grande,29146,13,0,25,0,38,13,25,38,0,130.3780964798,44.6030330062,85.7750634735,130.3780964798,0
2928505,Santa Terezinha,14,Piemonte do Paraguaçu,10682,3,0,8,0,11,3,8,11,0,102.9769706048,28.0846283468,74.892342258,102.9769706048,0
2928604,Santo Amaro,21,Recôncavo,61961,31,5,47,0,83,36,47,78,5,133.9552299027,58.1010635722,75.8541663304,125.8856377399,8.0695921628
2928703,Santo Antônio de Jesus,21,Recôncavo,103342,94,31,96,39,260,125,135,190,70,251.5918019779,120.9575971048,130.6342048731,183.8555475992,67.7362543787
2928802,Santo Estevão,19,Portal do Sertão,53898,19,2,29,0,50,21,29,48,2,92.7678206984,38.9624846933,53.805336005,89.0571078704,3.7107128279
2928901,São Desidério,11,Bacia do Rio Grande,33661,6,0,19,0,25,6,19,25,0,74.2699266213,17.8247823891,56.4451442322,74.2699266213,0
2928950,São Domingos,4,Sisal,9404,7,0,5,0,12,7,5,12,0,127.6052743513,74.4364100383,53.1688643131,127.6052743513,0
2929008,São Félix,21,Recôncavo,15310,26,0,22,0,48,26,22,48,0,313.5205747877,169.8236446767,143.696930111,313.5205747877,0
2929057,São Félix do Coribe,23,Bacia do Rio Corrente,15825,8,0,14,0,22,8,14,22,0,139.0205371248,50.5529225908,88.467614534,139.0205371248,0
2929107,São Felipe,21,Recôncavo,21964,6,1,18,0,25,7,18,24,1,113.8226188308,31.8703332726,81.9522855582,109.2697140776,4.5529047532
2929206,São Francisco do Conde,26,Metropolitano de Salvador,40220,24,5,66,0,95,29,66,90,5,236.2008950771,72.1034311288,164.0974639483,223.7692690204,12.4316260567
2929255,São Gabriel,1,Irecê,19613,4,0,9,0,13,4,9,13,0,66.2825676847,20.3946362107,45.887931474,66.2825676847,0
2929305,São Gonçalo dos Campos,19,Portal do Sertão,38018,8,1,15,0,24,9,15,23,1,63.1279920038,23.6729970014,39.4549950024,60.4976590036,2.6303330002
2929354,São José da Vitória,5,Litoral Sul,6045,1,0,4,0,5,1,4,5,0,82.7129859388,16.5425971878,66.170388751,82.7129859388,0
2929370,São José do Jacuípe,15,Bacia do Jacuípe,10784,2,0,7,0,9,2,7,9,0,83.4569732938,18.5459940653,64.9109792285,83.4569732938,0
2929404,São Miguel das Matas,9,Vale do Jiquiriçá,12092,3,0,5,0,8,3,5,8,0,66.1594442607,24.8097915978,41.3496526629,66.1594442607,0
2929503,São Sebastião do Passé,26,Metropolitano de Salvador,45827,22,3,32,0,57,25,32,54,3,124.380823532,54.5529927772,69.8278307548,117.8344643987,6.5463591333
2929602,Sapeaçu,21,Recôncavo,18114,6,0,22,0,28,6,22,28,0,154.5765706084,33.1235508447,121.4530197637,154.5765706084,0
2929701,Sátiro Dias,18,Litoral Norte e Agreste Baiano,20429,6,0,15,0,21,6,15,21,0,102.7950462578,29.3700132165,73.4250330413,102.7950462578,0
2929750,Saubara,21,Recôncavo,12380,2,0,7,0,9,2,7,9,0,72.6978998384,16.155088853,56.5428109855,72.6978998384,0
2929800,Saúde,16,Piemonte da Diamantina,13385,4,0,8,0,12,4,8,12,0,89.6525961898,29.8841987299,59.7683974598,89.6525961898,0
2929909,Seabra,3,Chapada Diamantina,45568,26,4,41,1,72,30,42,67,5,158.0056179775,65.8356741573,92.1699438202,147.033005618,10.9726123596
2930006,Sebastião Laranjeiras,13,Sertão Produtivo,11696,4,0,10,0,14,4,10,14,0,119.6990424077,34.1997264022,85.4993160055,119.6990424077,0
2930105,Senhor do Bonfim,25,Piemonte Norte do Itapicuru,81218,27,14,32,2,75,41,34,59,16,92.3440616612,50.4814203748,41.8626412864,72.6439951735,19.7000664877
2930154,Serra do Ramalho,2,Velho Chico,32991,8,0,15,0,23,8,15,23,0,69.7159831469,24.2490376163,45.4669455306,69.7159831469,0
2930204,Sento Sé,10,Sertão do São Francisco,41891,13,0,17,0,30,13,17,30,0,71.6144279201,31.0329187654,40.5815091547,71.6144279201,0
2930303,Serra Dourada,23,Bacia do Rio Corrente,18320,7,0,12,0,19,7,12,19,0,103.711790393,38.2096069869,65.5021834061,103.711790393,0
2930402,Serra Preta,15,Bacia do Jacuípe,16036,3,0,10,0,13,3,10,13,0,81.0675979047,18.7079072088,62.3596906959,81.0675979047,0
2930501,Serrinha,4,Sisal,83088,32,14,72,3,121,46,75,104,17,145.628730984,55.3629886386,90.2657423455,125.1684960524,20.4602349316
2930600,Serrolândia,16,Piemonte da Diamantina,13832,6,0,9,0,15,6,9,15,0,108.4441873916,43.3776749566,65.0665124349,108.4441873916,0
2930709,Simões Filho,26,Metropolitano de Salvador,136050,69,6,62,2,139,75,64,131,8,102.1683204704,55.1267916207,47.0415288497,96.2881293642,5.8801911062
2930758,Sítio do Mato,2,Velho Chico,13437,6,0,12,0,18,6,12,18,0,133.9584728734,44.6528242911,89.3056485823,133.9584728734,0
2930766,Sítio do Quinto,17,Semiárido Nordeste II,11283,6,0,7,1,14,6,8,13,1,124.080475051,53.1773464504,70.9031286005,115.2175839759,8.8628910751
2930774,Sobradinho,10,Sertão do São Francisco,23713,9,1,10,0,20,10,10,19,1,84.3419221524,42.1709610762,42.1709610762,80.1248260448,4.2170961076
2930808,Souto Soares,3,Chapada Diamantina,17503,1,0,8,0,9,1,8,9,0,51.4197566132,5.7133062904,45.7064503228,51.4197566132,0
2930907,Tabocas do Brejo Velho,23,Bacia do Rio Corrente,13057,1,0,10,0,11,1,10,11,0,84.2459983151,7.6587271196,76.5872711955,84.2459983151,0
2931004,Tanhaçu,13,Sertão Produtivo,21315,11,1,17,0,29,12,17,28,1,136.0544217687,56.2983814215,79.7560403472,131.3628899836,4.6915317851
2931053,Tanque Novo,13,Sertão Produtivo,17884,5,0,12,0,17,5,12,17,0,95.0570342205,27.9579512413,67.0990829792,95.0570342205,0
2931103,Tanquinho,19,Portal do Sertão,8232,1,0,6,0,7,1,6,7,0,85.0340136054,12.1477162293,72.8862973761,85.0340136054,0
2931202,Taperoá,6,Baixo Sul,21462,11,0,11,0,22,11,11,22,0,102.5067561271,51.2533780636,51.2533780636,102.5067561271,0
2931301,Tapiramutá,14,Piemonte do Paraguaçu,17845,6,0,5,0,11,6,5,11,0,61.6419165032,33.6228635472,28.019052956,61.6419165032,0
2931350,Teixeira de Freitas,7,Extremo Sul,161690,153,56,118,24,351,209,142,271,80,217.082070629,129.2596944771,87.8223761519,167.6046756138,49.4773950152
2931400,Teodoro Sampaio,19,Portal do Sertão,7936,6,1,7,0,14,7,7,13,1,176.4112903226,88.2056451613,88.2056451613,163.810483871,12.6008064516
2931509,Teofilândia,4,Sisal,23378,10,1,13,0,24,11,13,23,1,102.6606210968,47.0527846693,55.6078364274,98.3830952177,4.277525879
2931608,Teolândia,6,Baixo Sul,15357,5,0,14,0,19,5,14,19,0,123.7220811356,32.5584424041,91.1636387315,123.7220811356,0
2931707,Terra Nova,19,Portal do Sertão,13536,6,0,9,0,15,6,9,15,0,110.8156028369,44.3262411348,66.4893617021,110.8156028369,0
2931806,Tremedal,20,Sudoeste Baiano,17700,10,0,20,0,30,10,20,30,0,169.4915254237,56.4971751412,112.9943502825,169.4915254237,0
2931905,Tucano,4,Sisal,52540,25,0,34,0,59,25,34,59,0,112.2953939855,47.5827940617,64.7125999239,112.2953939855,0
2932002,Uauá,10,Sertão do São Francisco,25773,9,2,6,0,17,11,6,15,2,65.9605012998,42.6803243705,23.2801769293,58.2004423234,7.7600589764
2932101,Ubaíra,9,Vale do Jiquiriçá,20800,8,0,14,0,22,8,14,22,0,105.7692307692,38.4615384615,67.3076923077,105.7692307692,0
2932200,Ubaitaba,5,Litoral Sul,20489,7,0,15,0,22,7,15,22,0,107.3746888574,34.1646737274,73.2100151301,107.3746888574,0
2932309,Ubatã,22,Médio Rio de Contas,27527,3,0,14,0,17,3,14,17,0,61.7575471355,10.898390671,50.8591564646,61.7575471355,0
2932408,Uibaí,1,Irecê,14474,4,0,8,0,12,4,8,12,0,82.9072820229,27.6357606743,55.2715213486,82.9072820229,0
2932457,Umburanas,16,Piemonte da Diamantina,19522,4,0,9,0,13,4,9,13,0,66.5915377523,20.4897039238,46.1018338285,66.5915377523,0
2932507,Una,5,Litoral Sul,21331,8,0,32,0,40,8,32,40,0,187.5205100558,37.5041020112,150.0164080446,187.5205100558,0
2932606,Urandi,13,Sertão Produtivo,17356,5,1,10,0,16,6,10,15,1,92.187139894,34.5701774602,57.6169624337,86.4254436506,5.7616962434
2932705,Uruçuca,5,Litoral Sul,21711,9,0,10,0,19,9,10,19,0,87.5132421353,41.4536410115,46.0596011239,87.5132421353,0
2932804,Utinga,3,Chapada Diamantina,19780,4,0,10,0,14,4,10,14,0,70.7785642063,20.2224469161,50.5561172902,70.7785642063,0
2932903,Valença,6,Baixo Sul,98749,36,12,50,6,104,48,56,86,18,105.3175222028,48.6080871705,56.7094350323,87.0894895138,18.2280326889
2933000,Valente,4,Sisal,28743,9,0,14,0,23,9,14,23,0,80.0194830046,31.3119716105,48.7075113941,80.0194830046,0
2933059,Várzea da Roça,15,Bacia do Jacuípe,14662,5,0,6,0,11,5,6,11,0,75.0238712318,34.1017596508,40.922111581,75.0238712318,0
2933109,Várzea do Poço,15,Bacia do Jacuípe,9449,2,0,6,0,8,2,6,8,0,84.66504392,21.16626098,63.49878294,84.66504392,0
2933158,Várzea Nova,16,Piemonte da Diamantina,13454,5,0,10,0,15,5,10,15,0,111.4910063922,37.1636687974,74.3273375948,111.4910063922,0
2933174,Varzedo,21,Recôncavo,9375,3,0,11,0,14,3,11,14,0,149.3333333333,32,117.3333333333,149.3333333333,0
2933208,Vera Cruz,26,Metropolitano de Salvador,43640,10,0,37,0,47,10,37,47,0,107.6993583868,22.9147571036,84.7846012832,107.6993583868,0
2933257,Vereda,7,Extremo Sul,6620,4,0,8,0,12,4,8,12,0,181.2688821752,60.4229607251,120.8459214502,181.2688821752,0
2933307,Vitória da Conquista,20,Sudoeste Baiano,348718,443,176,314,46,979,619,360,757,222,280.7426057731,177.5073268372,103.235278936,217.0808504293,63.6617553439
2933406,Wagner,3,Chapada Diamantina,9753,4,0,6,0,10,4,6,10,0,102.5325540859,41.0130216344,61.5195324516,102.5325540859,0
2933455,Wanderley,11,Bacia do Rio Grande,12935,6,0,11,0,17,6,11,17,0,131.4263625821,46.385775029,85.0405875532,131.4263625821,0
2933505,Wenceslau Guimarães,6,Baixo Sul,22365,7,0,19,0,26,7,19,26,0,116.2530739996,31.2989045383,84.9541694612,116.2530739996,0
2933604,Xique-Xique,1,Irecê,48365,9,0,19,0,28,9,19,28,0,57.8931045177,18.6084978807,39.284606637,57.8931045177,0
